bigram,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,Total
businesses president,0,0,0,0,0,0,1,1
businesses shaw,0,0,1,0,0,0,0,1
businesses splintered,0,0,0,0,0,0,1,1
businessman elon,1,0,0,0,0,0,0,1
bussing migrants,0,1,0,0,0,0,0,1
bustillo jonathan,0,0,0,0,0,0,1,1
bustillo npr,0,0,0,0,0,0,1,1
bustling city,0,1,0,0,0,0,0,1
busy holiday,0,0,1,0,0,0,0,1
busy jetty,1,0,0,0,0,0,0,1
busy month,0,0,0,0,0,0,1,1
busy ports,0,0,0,0,0,1,0,1
busy schedule,0,0,0,0,1,0,0,1
busy upscale,0,1,0,0,0,0,0,1
buttazzoni telling,0,0,0,0,0,1,0,1
butter lettuce,0,0,0,0,0,1,0,1
butterflies flying,0,0,1,0,0,0,0,1
buy carbon,0,1,0,0,0,0,0,1
buy electric,0,0,0,1,0,0,0,1
buy fertilizer,1,0,0,0,0,0,0,1
buy firearms,0,0,0,0,1,0,0,1
buy ingredients,0,0,1,0,0,0,0,1
buy ranges,0,0,0,0,1,0,0,1
buyer earlier,1,0,0,0,0,0,0,1
buying carbon,0,1,0,0,0,0,0,1
buying cheap,0,1,0,0,0,0,0,1
buying clothes,0,1,0,0,0,0,0,1
buying hardwood,1,0,0,0,0,0,0,1
buyout program,0,0,0,0,1,0,0,1
buyouts levee,1,0,0,0,0,0,0,1
buyouts provide,1,0,0,0,0,0,0,1
bygone age,1,0,0,0,0,0,0,1
bygone era,1,0,0,0,0,0,0,1
byron donalds,1,0,0,0,0,0,0,1
byu study,0,0,0,0,1,0,0,1
cabinet meeting,0,1,0,0,0,0,0,1
cabinet minister,0,0,1,0,0,0,0,1
cain spokesperson,0,1,0,0,0,0,0,1
cairo ill,0,1,0,0,0,0,0,1
calculates averages,0,0,0,1,0,0,0,1
caldart volunteers,0,0,0,0,0,1,0,1
caldart's president,0,0,0,0,0,1,0,1
caldwell ayen,0,1,0,0,0,0,0,1
caleb jones,0,1,0,0,0,0,0,1
calif decades,0,0,1,0,0,0,0,1
calif eric,0,0,0,1,0,0,0,1
calif john,0,0,0,0,1,0,0,1
calif justin,0,0,0,1,0,0,0,1
calif merced,0,0,0,1,0,0,0,1
calif noah,0,0,0,1,0,0,0,1
calif relentless,0,0,0,1,0,0,0,1
california actively,0,0,0,1,0,0,0,1
california activists,0,0,0,0,0,1,0,1
california agencies,1,0,0,0,0,0,0,1
california berkeley,0,0,0,0,0,1,0,1
california braced,0,0,0,1,0,0,0,1
california causing,0,0,0,0,0,1,0,1
california cities,0,0,0,0,0,1,0,1
california counties,0,0,0,0,1,0,0,1
california cue,0,0,0,0,0,1,0,1
california davis,0,0,0,0,0,1,0,1
california deal,1,0,0,0,0,0,0,1
california depends,0,0,0,0,0,1,0,1
california disaster,0,0,0,0,0,1,0,1
california energy,0,0,0,1,0,0,0,1
california estimates,0,1,0,0,0,0,0,1
california expect,0,0,0,1,0,0,0,1
california extension,0,0,0,0,0,1,0,1
california gov,0,0,1,0,0,0,0,1
california homes,0,0,0,1,0,0,0,1
california hurricanes,0,0,0,0,1,0,0,1
california kenneth,0,0,0,1,0,0,0,1
california laist,0,0,0,0,1,0,0,1
california listen,0,0,0,1,0,0,0,1
california local,0,0,0,1,0,0,0,1
california looked,0,0,0,1,0,0,0,1
california los,0,0,0,0,0,1,0,1
california mario,0,0,1,0,0,0,0,1
california maryland,0,0,0,0,0,1,0,1
california massive,1,0,0,0,0,0,0,1
california meeting,0,0,0,1,0,0,0,1
california merced,0,0,1,0,0,0,0,1
california nevada,0,0,0,0,1,0,0,1
california oregon,0,0,0,0,1,0,0,1
california overnight,0,0,0,1,0,0,0,1
california regional,0,0,1,0,0,0,0,1
california resident,0,0,0,1,0,0,0,1
california santa,0,0,0,0,1,0,0,1
california set,0,0,0,1,0,0,0,1
california specifically,1,0,0,0,0,0,0,1
california standards,0,0,0,0,0,1,0,1
california starting,0,0,0,0,1,0,0,1
california stricter,0,0,1,0,0,0,0,1
california swain,0,0,0,0,0,0,1,1
california tomorrow,0,0,0,1,0,0,0,1
california truck,0,0,0,0,0,1,0,1
california utility,0,0,0,0,1,0,0,1
california valleys,0,0,0,0,1,0,0,1
california water,0,0,0,0,0,1,0,1
california wildlife,0,0,1,0,0,0,0,1
california yeah,0,0,0,0,1,0,0,1
california.jake bittle's,0,0,0,0,1,0,0,1
california's act,0,0,1,0,0,0,0,1
california's aquifers,0,0,0,0,0,1,0,1
california's borders,0,0,0,0,0,1,0,1
california's climate,0,1,0,0,0,0,0,1
california's counties,0,0,0,0,0,1,0,1
california's eastern,0,0,0,0,1,0,0,1
california's extremes,0,0,0,0,0,1,0,1
california's greenhouse,0,0,0,0,0,1,0,1
california's history,0,0,0,1,0,0,0,1
california's inland,0,0,0,0,0,1,0,1
california's largest,0,0,0,1,0,0,0,1
california's major,0,0,0,0,0,1,0,1
california's norman,0,0,1,0,0,0,0,1
california's rainy,0,0,0,0,0,1,0,1
california's reservoirs,0,0,0,0,0,1,0,1
california's response,1,0,0,0,0,0,0,1
california's roads,0,0,0,1,0,0,0,1
california's run,0,0,0,0,0,1,0,1
california's salinas,0,0,0,0,0,1,0,1
california's sierra,0,0,0,0,0,1,0,1
california's storms,0,0,0,1,0,0,0,1
california's truck,0,0,0,0,0,1,0,1
californians prepare,0,0,0,0,1,0,0,1
call alabama,0,0,1,0,0,0,0,1
call demographic,0,1,0,0,0,0,0,1
call global,0,0,0,1,0,0,0,1
call increases,1,0,0,0,0,0,0,1
call natural,0,0,0,0,1,0,0,1
call rivers,0,0,0,1,0,0,0,1
call salad,0,1,0,0,0,0,0,1
call unusual,0,0,0,0,1,0,0,1
callaway associate,0,0,0,0,0,0,1,1
called atmospheric,0,0,0,0,0,1,0,1
called basal,0,0,0,0,1,0,0,1
called bear,0,0,0,1,0,0,0,1
called billion,0,0,0,1,0,0,0,1
called blister,0,0,0,0,0,1,0,1
called bomb,0,0,0,1,0,0,0,1
called brad,0,0,1,0,0,0,0,1
called canopy,0,0,1,0,0,0,0,1
called chesterfield,0,0,0,0,1,0,0,1
called citizens,0,0,0,0,1,0,0,1
called cultivators,0,1,0,0,0,0,0,1
called dawn,0,0,0,1,0,0,0,1
called exxonmobil,0,0,0,1,0,0,0,1
called finger,0,0,0,0,0,1,0,1
called globe,0,0,0,1,0,0,0,1
called gozo,1,0,0,0,0,0,0,1
called green,0,0,0,0,1,0,0,1
called guayule,1,0,0,0,0,0,0,1
called hardin,0,0,0,0,1,0,0,1
called healthier,0,1,0,0,0,0,0,1
called humboldt,0,0,0,0,0,1,0,1
called hydrofluorocarbons,0,0,0,0,0,0,1,1
called hydrophones,1,0,0,0,0,0,0,1
called kapins,0,0,0,0,0,1,0,1
called lava,0,0,0,0,1,0,0,1
called letzte,0,0,1,0,0,0,0,1
called lost,0,0,0,1,0,0,0,1
called low,0,0,0,0,1,0,0,1
called managed,1,0,0,0,0,0,0,1
called melilla,0,1,0,0,0,0,0,1
called memphis,0,1,0,0,0,0,0,1
called microbialites,0,0,0,0,1,0,0,1
called natural,0,0,1,0,0,0,0,1
called neodymium,0,0,0,1,0,0,0,1
called overshoot,0,0,0,1,0,0,0,1
called piedmont,0,1,0,0,0,0,0,1
called pineapple,0,0,0,0,0,1,0,1
called pirogues,0,0,0,0,1,0,0,1
called plans,0,0,0,0,1,0,0,1
called pr100,0,0,0,1,0,0,0,1
called praseodymium,0,0,0,1,0,0,0,1
called precipitation,0,0,0,0,0,0,1,1
called rebecca,0,1,0,0,0,0,0,1
called recyclable,1,0,0,0,0,0,0,1
called resilience,0,0,0,0,1,0,0,1
called rufisque,0,1,0,0,0,0,0,1
called ryugu,0,0,0,0,0,1,0,1
called samson,0,1,0,0,0,0,0,1
called selma,0,0,0,1,0,0,0,1
called shareholder,0,0,0,0,0,0,1,1
called southwest's,0,0,1,0,0,0,0,1
called sponge,0,0,0,0,1,0,0,1
called thermo,0,0,0,0,1,0,0,1
called title,0,1,0,0,0,0,0,1
called tornado,0,0,0,0,0,1,0,1
called weather,0,0,0,0,0,1,0,1
called wetlands,0,1,0,0,0,0,0,1
calling greenpeace's,1,0,0,0,0,0,0,1
calling people,0,0,1,0,0,0,0,1
calling soil,0,0,1,0,0,0,0,1
calls fogel,0,0,1,0,0,0,0,1
calls greenpeace,0,0,0,1,0,0,0,1
calls mankani,1,0,0,0,0,0,0,1
calls social,0,0,0,0,0,1,0,1
callum smith,0,0,0,0,0,0,1,1
calmed slightly,0,0,1,0,0,0,0,1
calmly sets,0,0,0,1,0,0,0,1
caloosahatchee river,1,0,0,0,0,0,0,1
caloric corporation,0,0,0,0,1,0,0,1
camden snow,0,0,0,0,1,0,0,1
camera image,0,0,0,1,0,0,0,1
camera inside,0,0,0,1,0,0,0,1
cameroon persistent,0,0,1,0,0,0,0,1
camilla fenning,0,0,0,0,1,0,0,1
camp called,0,1,0,0,0,0,0,1
camp close,0,0,1,0,0,0,0,1
camp located,0,1,0,0,0,0,0,1
camp mankani,1,0,0,0,0,0,0,1
camp neighbors.she,0,0,1,0,0,0,0,1
camp residents,0,0,1,0,0,0,0,1
campaign ads,1,0,0,0,0,0,0,1
campaign committee,0,0,0,0,1,0,0,1
campaign contribution,1,0,0,0,0,0,0,1
campaign event,1,0,0,0,0,0,0,1
campaign finance,0,0,0,0,1,0,0,1
campaign greenpeace,0,0,0,1,0,0,0,1
campaign materials,0,0,0,0,1,0,0,1
campaign merchandise,0,0,0,1,0,0,0,1
campaign pledges,0,0,0,0,0,1,0,1
campaign promise,0,0,0,0,0,1,0,1
campaign replete,0,0,1,0,0,0,0,1
campaign spitler,0,0,0,1,0,0,0,1
campaign trail,1,0,0,0,0,0,0,1
campaigns advertisements,0,0,1,0,0,0,0,1
campaigns people,0,0,0,0,1,0,0,1
camps boats,0,0,1,0,0,0,0,1
camps john,1,0,0,0,0,0,0,1
campus dining,0,1,0,0,0,0,0,1
campuses communities,1,0,0,0,0,0,0,1
canada afp,0,0,0,0,0,1,0,1
canada hj,0,0,0,0,0,1,0,1
canada hopes,0,0,0,0,0,1,0,1
canada james,0,0,0,0,0,0,1,1
canada offers,0,0,0,0,0,1,0,1
canada polar,0,0,0,1,0,0,0,1
canada sadly,0,1,0,0,0,0,0,1
canada's auto,0,0,0,0,0,1,0,1
canada's capital,0,0,0,0,1,0,0,1
canada's dalhousie,0,0,0,0,1,0,0,1
canada's david,0,0,0,0,0,1,0,1
canada's economy,0,0,0,0,0,1,0,1
canada's federal,0,0,0,0,0,1,0,1
canada's national,0,0,0,0,1,0,0,1
canada's treasured,0,0,0,0,1,0,0,1
canadian aid,1,0,0,0,0,0,0,1
canadian auto,0,0,0,0,0,1,0,1
canadian automobile,0,0,0,0,0,1,0,1
canadian border,0,1,0,0,0,0,0,1
canadian bucket,0,0,0,0,1,0,0,1
canadian dollars,0,0,0,0,0,1,0,1
canadian dream,0,0,0,0,1,0,0,1
canadian prime,0,0,0,0,0,1,0,1
canal ready,0,0,0,0,1,0,0,1
canal running,0,1,0,0,0,0,0,1
canal system,1,0,0,0,0,0,0,1
canals accelerating,0,1,0,0,0,0,0,1
canary yellow,0,0,0,1,0,0,0,1
canberra australia,0,1,0,0,0,0,0,1
cancel classes,0,1,0,0,0,0,0,1
canceled due,0,1,0,0,0,0,0,1
canceled manila's,1,0,0,0,0,0,0,1
canceled mark,0,0,0,0,1,0,0,1
canceling flights,0,0,1,0,0,0,0,1
cancelled excessive,0,0,0,1,0,0,0,1
cancels projects,0,0,0,0,1,0,0,1
cancer causing,0,0,0,0,1,0,0,1
cancer cells,0,0,0,0,0,1,0,1
candelaria chief,0,0,0,0,1,0,0,1
candidates run,0,1,0,0,0,0,0,1
candy bars,0,0,1,0,0,0,0,1
caniparoli told,0,1,0,0,0,0,0,1
canned stuff,0,1,0,0,0,0,0,1
cannon food,0,1,0,0,0,0,0,1
canny ktoo,0,0,0,0,0,1,0,1
canopy ecologist,0,0,1,0,0,0,0,1
canopy partners,0,0,1,0,0,0,0,1
canyon dam,0,1,0,0,0,0,0,1
canyon leak,1,0,0,0,0,0,0,1
canyon road,0,0,1,0,0,0,0,1
canyon wildlife,0,0,1,0,0,0,0,1
canyons carved,0,1,0,0,0,0,0,1
caonillas river,0,1,0,0,0,0,0,1
cap means,0,0,0,0,0,1,0,1
cap pollution,0,0,0,0,1,0,0,1
capacity added,0,0,0,0,1,0,0,1
capacity mcelroy,0,0,0,1,0,0,0,1
cape town,1,0,0,0,0,0,0,1
capillaries crisscrossing,0,0,0,0,0,1,0,1
capita meaning,0,0,0,1,0,0,0,1
capital awareness,0,0,0,0,0,1,0,1
capital commission,0,0,0,0,1,0,0,1
capital congress,1,0,0,0,0,0,0,1
capital construction,0,1,0,0,0,0,0,1
capital dhaka,0,0,0,0,0,1,0,1
capital noticed,0,0,0,0,0,1,0,1
capital outflows,1,0,0,0,0,0,0,1
capital people,0,0,0,0,0,1,0,1
capitalist john,0,1,0,0,0,0,0,1
capitol lawmakers,0,0,0,0,1,0,0,1
capitolist based,0,0,1,0,0,0,0,1
capitolist blasted,0,0,1,0,0,0,0,1
capitolist emails,0,0,1,0,0,0,0,1
capitolist florida,0,0,1,0,0,0,0,1
capitolist ran,0,0,1,0,0,0,0,1
capitolist stands,0,0,1,0,0,0,0,1
capitolist's editor,0,0,1,0,0,0,0,1
capping effort,1,0,0,0,0,0,0,1
capping temperatures,0,1,0,0,0,0,0,1
cappucci meteorologist,0,0,0,0,0,0,1,1
caps paired,0,0,0,0,0,1,0,1
capt stephen,0,1,0,0,0,0,0,1
captain adrian,0,1,0,0,0,0,0,1
captain ryan,1,0,0,0,0,0,0,1
captain scott,0,1,0,0,0,0,0,1
captain warned,1,0,0,0,0,0,0,1
caption africa's,0,1,0,0,0,0,0,1
caption alabama,0,0,1,0,0,0,0,1
caption antarctica,0,1,0,0,0,0,0,1
caption arctic,0,0,0,0,1,0,0,1
caption arizona's,0,0,0,0,1,0,0,1
caption bats,0,0,0,0,0,1,0,1
caption benard,1,0,0,0,0,0,0,1
caption bob,0,0,0,0,0,1,0,1
caption brothers,0,1,0,0,0,0,0,1
caption cambodian,0,0,0,0,0,1,0,1
caption carly,0,0,0,0,1,0,0,1
caption chicken,0,1,0,0,0,0,0,1
caption citizens,0,0,0,0,1,0,0,1
caption contractors,0,1,0,0,0,0,0,1
caption critical,0,0,0,0,0,1,0,1
caption danny,0,1,0,0,0,0,0,1
caption dawn,0,0,0,0,0,1,0,1
caption delegates,0,0,1,0,0,0,0,1
caption demonstrators,0,0,0,1,0,0,0,1
caption desoto,1,0,0,0,0,0,0,1
caption dozens,1,0,0,0,0,0,0,1
caption drag,1,0,0,0,0,0,0,1
caption droz's,0,0,0,0,1,0,0,1
caption electric,0,0,0,0,0,1,0,1
caption emerging,0,0,0,0,1,0,0,1
caption emily,0,1,0,0,0,0,0,1
caption emperor,1,0,0,0,0,0,0,1
caption ethnobotany,0,1,0,0,0,0,0,1
caption evan,0,0,1,0,0,0,0,1
caption farmers,1,0,0,0,0,0,0,1
caption flood,0,0,0,1,0,0,0,1
caption floodwater,0,0,0,0,0,1,0,1
caption florida,0,0,1,0,0,0,0,1
caption fred,0,1,0,0,0,0,0,1
caption gabriella,0,0,0,1,0,0,0,1
caption gandiol,0,1,0,0,0,0,0,1
caption gas,0,0,0,0,1,0,0,1
caption golabari,0,0,0,0,0,1,0,1
caption greta,0,0,0,0,1,0,0,1
caption guet,0,1,0,0,0,0,0,1
caption hail,1,0,0,0,0,0,0,1
caption harold,0,0,0,1,0,0,0,1
caption harper,1,0,0,0,0,0,0,1
caption heat,0,0,0,0,0,0,1,1
caption homeless,0,0,0,0,1,0,0,1
caption jaycee,0,0,0,0,0,0,1,1
caption jeremiah,0,0,0,0,0,0,1,1
caption john,0,0,0,0,1,0,0,1
caption karen,0,0,0,0,1,0,0,1
caption kelna,0,0,0,0,0,1,0,1
caption kenyan,0,1,0,0,0,0,0,1
caption logan,0,1,0,0,0,0,0,1
caption majida,0,0,0,0,0,1,0,1
caption mamadou,0,1,0,0,0,0,0,1
caption managing,1,0,0,0,0,0,0,1
caption melilla,0,1,0,0,0,0,0,1
caption misinformation,0,0,0,0,1,0,0,1
caption misty,0,0,0,0,0,0,1,1
caption nazma,0,0,0,0,0,1,0,1
caption netting,0,0,0,1,0,0,0,1
caption normangeline,0,1,0,0,0,0,0,1
caption nur,0,0,0,0,0,1,0,1
caption nurse,0,0,0,1,0,0,0,1
caption oceans,0,1,0,0,0,0,0,1
caption page,0,0,0,0,1,0,0,1
caption pape,0,0,0,0,1,0,0,1
caption participants,0,0,0,0,0,1,0,1
caption person,0,0,1,0,0,0,0,1
caption phoebe,0,1,0,0,0,0,0,1
caption pinaki,0,0,0,0,1,0,0,1
caption plastic,0,0,1,0,0,0,0,1
caption prema,0,1,0,0,0,0,0,1
caption presidents,0,1,0,0,0,0,0,1
caption protecting,0,1,0,0,0,0,0,1
caption protesters,0,0,0,0,0,1,0,1
caption rangers,0,0,0,0,0,0,1,1
caption recently,0,0,0,1,0,0,0,1
caption remains,1,0,0,0,0,0,0,1
caption roads,0,0,0,1,0,0,0,1
caption rocks,0,0,0,1,0,0,0,1
caption roger,0,0,0,0,1,0,0,1
caption safoora,1,0,0,0,0,0,0,1
caption sandbags,0,1,0,0,0,0,0,1
caption sarah,0,0,0,1,0,0,0,1
caption sayed,0,1,0,0,0,0,0,1
caption scenes,0,1,0,0,0,0,0,1
caption science,0,0,0,1,0,0,0,1
caption scientists,0,1,0,0,0,0,0,1
caption sibley,0,0,0,1,0,0,0,1
caption skiers,0,0,0,1,0,0,0,1
caption slack,0,0,0,1,0,0,0,1
caption slack's,0,0,0,1,0,0,0,1
caption snow,0,0,0,0,1,0,0,1
caption sofía,0,0,0,1,0,0,0,1
caption steam,0,1,0,0,0,0,0,1
caption steve,1,0,0,0,0,0,0,1
caption suhani,0,0,0,0,1,0,0,1
caption sultan,0,0,0,0,0,1,0,1
caption sun,0,0,0,0,0,1,0,1
caption thawing,0,1,0,0,0,0,0,1
caption thunberg,0,0,0,0,1,0,0,1
caption tomato,0,0,0,0,0,1,0,1
caption truck,0,0,1,0,0,0,0,1
caption trucks,0,0,0,0,0,1,0,1
caption u.s,1,0,0,0,0,0,0,1
caption united,0,1,0,0,0,0,0,1
caption unwanted,1,0,0,0,0,0,0,1
caption utility,0,0,1,0,0,0,0,1
caption vanessa,0,1,0,0,0,0,0,1
caption view,0,0,0,0,0,0,1,1
caption virginia,1,0,0,0,0,0,0,1
caption warren,0,1,0,0,0,0,0,1
caption western,1,0,0,0,0,0,0,1
caption wrecked,1,0,0,0,0,0,0,1
captivating residents,0,0,1,0,0,0,0,1
capture rain,0,0,0,0,0,1,0,1
capture technologies,0,0,0,1,0,0,0,1
captured co2,0,0,0,0,0,1,0,1
captures waste,1,0,0,0,0,0,0,1
car buyers,0,0,0,0,1,0,0,1
car hydroplaned,0,0,0,1,0,0,0,1
car living,0,0,0,1,0,0,0,1
car mandate,0,0,0,1,0,0,0,1
car mary,0,1,0,0,0,0,0,1
car producers,0,0,0,0,0,1,0,1
car screeching,0,0,0,0,0,1,0,1
car seat,0,1,0,0,0,0,0,1
car shopper,0,0,0,0,1,0,0,1
car shut,0,0,1,0,0,0,0,1
car trips,0,0,0,0,1,0,0,1
carbó director,0,0,0,1,0,0,0,1
carbon alternatives,0,0,0,0,1,0,0,1
carbon assessments,1,0,0,0,0,0,0,1
carbon biodiversity,0,0,1,0,0,0,0,1
carbon chaturvedi,0,0,0,0,1,0,0,1
carbon climate,1,0,0,0,0,0,0,1
carbon coin,0,1,0,0,0,0,0,1
carbon dicroce,1,0,0,0,0,0,0,1
carbon economy,0,0,0,0,0,1,0,1
carbon free,0,1,0,0,0,0,0,1
carbon fuels,0,0,0,0,1,0,0,1
carbon future,1,0,0,0,0,0,0,1
carbon leaks,0,0,1,0,0,0,0,1
carbon neutrality,0,1,0,0,0,0,0,1
carbon npr's,0,0,0,0,1,0,0,1
carbon operations,1,0,0,0,0,0,0,1
carbon public,0,0,0,0,0,1,0,1
carbon rich,0,1,0,0,0,0,0,1
carbon saving,0,0,0,0,0,1,0,1
carbon savings,1,0,0,0,0,0,0,1
carbon stored,0,1,0,0,0,0,0,1
carbon task,1,0,0,0,0,0,0,1
carbon technologies,1,0,0,0,0,0,0,1
carbon transportation,0,0,0,0,1,0,0,1
carbon ultimately,0,1,0,0,0,0,0,1
carbonic acid,0,0,0,0,0,1,0,1
carcinogens including,0,0,0,0,1,0,0,1
cardboard boxes,0,0,0,1,0,0,0,1
cardiac arrest,0,0,0,1,0,0,0,1
cardinal rule,0,0,1,0,0,0,0,1
cardiology lab,0,1,0,0,0,0,0,1
cardiovascular disease,0,0,0,0,1,0,0,1
care costs,0,1,0,0,0,0,0,1
care pick,0,0,0,0,0,1,0,1
carefully controlled,0,1,0,0,0,0,0,1
carefully vetted,0,1,0,0,0,0,0,1
cari told,0,1,0,0,0,0,0,1
caribbean caused,0,0,0,1,0,0,0,1
caribbean coast,1,0,0,0,0,0,0,1
caribbean island,0,0,0,0,1,0,0,1
caribbean peoples,0,0,0,1,0,0,0,1
caribbean sala,0,1,0,0,0,0,0,1
carl friedrich,0,0,0,1,0,0,0,1
carl lewis,0,1,0,0,0,0,0,1
carla grenell,0,0,0,0,1,0,0,1
carlos fajardo,0,0,0,1,0,0,0,1
carlos giusti,0,0,0,1,0,0,0,1
carlos lopes,1,0,0,0,0,0,0,1
carlos montero,0,1,0,0,0,0,0,1
carlos morales,0,0,1,0,0,0,0,1
carlson laura,0,0,0,0,0,1,0,1
carlyn iverson,0,0,0,0,0,1,0,1
carmakers headquartered,0,0,0,0,0,1,0,1
carmen drahl,0,0,0,0,1,0,0,1
carnival day,0,1,0,0,0,0,0,1
carnival peter,0,1,0,0,0,0,0,1
carnival team,0,1,0,0,0,0,0,1
carolina agencies,0,1,0,0,0,0,0,1
carolina bevin,0,1,0,0,0,0,0,1
carolina coast,0,1,0,0,0,0,0,1
carolina counties,0,0,0,0,1,0,0,1
carolina forecasters,0,1,0,0,0,0,0,1
carolina neighbors,0,1,0,0,0,0,0,1
carolina puerto,0,1,0,0,0,0,0,1
carolina republican,0,1,0,0,0,0,0,1
carolina republicans,0,1,0,0,0,0,0,1
carolina tin,0,1,0,0,0,0,0,1
carolina university,0,1,0,0,0,0,0,1
carolina's lowcountryjay,0,1,0,0,0,0,0,1
carolina's pawleys,1,0,0,0,0,0,0,1
carolina's plan,0,1,0,0,0,0,0,1
carolinas florida,1,0,0,0,0,0,0,1
caroline brehman,0,0,0,0,1,0,0,1
carpenter reports,0,0,0,0,1,0,0,1
carpenter's elk,0,1,0,0,0,0,0,1
carr fire,1,0,0,0,0,0,0,1
carrie happy,0,0,0,1,0,0,0,1
carroll told,0,0,0,0,0,0,1,1
carry infantry,0,0,0,1,0,0,0,1
carry sewage,0,0,0,1,0,0,0,1
carry steam,1,0,0,0,0,0,0,1
carry widespread,0,0,0,0,1,0,0,1
carrying rescued,0,1,0,0,0,0,0,1
carrying soil,0,0,0,1,0,0,0,1
carrying water,0,0,0,0,0,1,0,1
cars china's,0,0,0,0,0,1,0,1
cars drop,0,0,0,0,0,1,0,1
cars flooded,0,1,0,0,0,0,0,1
cars marrying,0,0,0,0,1,0,0,1
cars passing,0,0,1,0,0,0,0,1
cars trains,0,0,0,0,0,1,0,1
carson california,0,0,0,1,0,0,0,1
carson stiff,0,1,0,0,0,0,0,1
cart driver,1,0,0,0,0,0,0,1
cart water,0,0,0,0,0,1,0,1
carter alexander,0,0,0,0,1,0,0,1
carter picked,0,0,0,0,0,1,0,1
carving called,0,1,0,0,0,0,0,1
carving global,0,1,0,0,0,0,0,1
carving olympics,0,1,0,0,0,0,0,1
carving skills,0,1,0,0,0,0,0,1
carving tools,0,1,0,0,0,0,0,1
cary institute,0,0,1,0,0,0,0,1
casamicciola collapsing,0,1,0,0,0,0,0,1
casamicciola feared,0,1,0,0,0,0,0,1
cascade mountains,0,0,0,0,1,0,0,1
cascading climate,0,1,0,0,0,0,0,1
cascading frames,0,0,0,1,0,0,0,1
cascading hazards,0,0,0,1,0,0,0,1
cash infusion,0,1,0,0,0,0,0,1
cash strapped,0,0,0,0,0,1,0,1
cassells graduated,0,1,0,0,0,0,0,1
cast blame,0,0,1,0,0,0,0,1
cast dunn,0,0,1,0,0,0,0,1
castillo ap,1,0,0,0,0,0,0,1
castillo photo,0,1,0,0,0,0,0,1
castro valley,0,0,0,1,0,0,0,1
casual observer,0,0,1,0,0,0,0,1
cat vehicle,0,0,0,0,0,1,0,1
catastrophe risk,0,0,0,0,1,0,0,1
catastrophic climate,0,0,0,0,0,1,0,1
catastrophic consequences,0,0,1,0,0,0,0,1
catastrophic debris,0,0,0,1,0,0,0,1
catastrophic disruptions,0,0,0,0,0,1,0,1
catastrophic event,0,0,0,0,1,0,0,1
catastrophic flood,0,0,0,0,1,0,0,1
catastrophic future,0,0,0,1,0,0,0,1
catastrophic hurricane,0,1,0,0,0,0,0,1
catastrophic language,0,0,0,1,0,0,0,1
catastrophic outcomes,0,1,0,0,0,0,0,1
catastrophic sea,0,1,0,0,0,0,0,1
catch material,0,0,0,1,0,0,0,1
catch rainwater,0,0,0,0,0,1,0,1
catch workers,0,1,0,0,0,0,0,1
catchall absorbing,0,0,0,0,0,1,0,1
catfish farmer,0,0,1,0,0,0,0,1
cathode active,0,0,0,0,0,1,0,1
catholic nation,1,0,0,0,0,0,0,1
cathy day,0,0,0,0,0,0,1,1
catl tells,0,1,0,0,0,0,0,1
cattle compared,0,1,0,0,0,0,0,1
cattle farming,0,0,0,0,0,0,1,1
cattle land,0,1,0,0,0,0,0,1
caught fire,0,0,0,0,1,0,0,1
caught stealing,0,1,0,0,0,0,0,1
caused caused,1,0,0,0,0,0,0,1
caused downstream,0,0,0,0,1,0,0,1
caused energy,0,0,0,0,0,1,0,1
caused flash,0,0,0,1,0,0,0,1
caused flooding,0,0,0,1,0,0,0,1
caused foodborne,0,0,0,0,0,1,0,1
caused levee,0,0,0,0,0,0,1,1
caused massive,0,0,0,0,0,1,0,1
caused unprecedented,0,1,0,0,0,0,0,1
causing billions,0,0,0,1,0,0,0,1
causing carcinogens,0,0,0,0,1,0,0,1
causing catastrophic,0,0,1,0,0,0,0,1
causing damage,0,0,0,0,0,1,0,1
causing debris,0,0,0,1,0,0,0,1
causing destruction,0,0,0,0,0,0,1,1
causing economic,1,0,0,0,0,0,0,1
causing flooding,0,0,0,1,0,0,0,1
causing friction,0,0,0,0,0,1,0,1
causing hundreds,0,0,0,1,0,0,0,1
causing major,0,0,0,1,0,0,0,1
causing permafrost,0,1,0,0,0,0,0,1
causing storm,0,1,0,0,0,0,0,1
causing storms,0,1,0,0,0,0,0,1
causing temperatures,0,1,0,0,0,0,0,1
causing widespread,0,0,0,0,0,1,0,1
caution countries,0,0,0,1,0,0,0,1
cautionary notes,0,1,0,0,0,0,0,1
cautionary tale,0,0,0,0,1,0,0,1
cautionary tales,0,0,0,0,0,1,0,1
cautioned colleagues,0,0,0,0,1,0,0,1
cautious optimism,0,0,0,1,0,0,0,1
cautious robert,0,1,0,0,0,0,0,1
cautiously optimistic,0,1,0,0,0,0,0,1
cavaretta south,0,1,0,0,0,0,0,1
cave bonnie,0,0,0,0,0,1,0,1
cavernous malls,0,0,0,1,0,0,0,1
caves bats,0,0,0,0,0,1,0,1
cavite province,1,0,0,0,0,0,0,1
cbd including,0,0,1,0,0,0,0,1
cbd negotiates,0,0,1,0,0,0,0,1
cbs hide,0,0,1,0,0,0,0,1
cease rapidly,0,0,0,0,1,0,0,1
ceasing development,1,0,0,0,0,0,0,1
cedar key,0,1,0,0,0,0,0,1
